(alpha=0.50),(alpha=1.00),(alpha=1.50),(alpha=2.00)
-0.178248,-7.611042,224.048031,-38.457122
41.240946,7.873406,-0.943413,-1.484317
6.403615,2.434841,4.742295,22.488604
-2.611723,-7.753635,-12.183214,-0.692054
-28.387923,3.869855,-6.935027,-17.495343
7.047801,-1.809100,-36.904353,0.152379
-6.780722,17.323635,8.734502,-27.457765
1.765815,29.491520,-21.855140,-9.475183
-19.452328,24.966406,1.901810,11.681505
-110.575314,14.133492,-3.416815,7.908155
-154.186116,6.487430,58.100370,17.855232
-8.148276,-148.456777,1.182663,10.345954
4.828232,27.026136,16.542968,16.981306
-2.984023,-7.410239,-8.510223,5.255078
9.116410,-72.196014,-2.736457,0.430830
-18.760594,-3.773169,-39.516554,4.327240
3.230850,-13.901322,11.217499,23.259500
-1564.856155,-6.779717,-1.127892,-5.750811
-1.524189,7.781586,-9.681092,-8.685934
-18.566876,-8.611671,14.600575,-16.256836
1.870370,-2.269345,-15.374820,10.846119
-547.658760,52.018438,-9.854901,-13.901728
4.043777,2.812541,-9.590952,20.710039
235.792209,-34.163163,-3.947487,21.801954
85.802572,-111.297936,21.327066,-2.526138
29.551606,27.780382,12.228395,8.134592
-471.434444,4.173613,12.782343,6.018813
31.841217,-10.791243,3.076261,2.274514
-1.101791,-301.049335,3.120145,-0.875528
-7.914712,83.181438,-21.339970,13.705417
2.816535,111.438608,8.573994,5.599880
-63.365438,16.785830,58.630361,9.770751
2.361790,-21.440165,-6.830260,14.322312
924.249755,3.847512,-12.319720,2.702240
-15.285452,15.330451,12.020752,16.723532
-10.827513,9.062211,68.554687,-10.929197
7.670675,-43.620786,27.843976,0.218481
-9.286943,-23.714754,146.964437,-10.398495
1.464201,-1.339256,16.168144,14.044763
-0.312174,-1.303217,5.651018,-8.806651
-4.752031,84.543977,-13.108412,28.700282
43.382453,14.274044,-1.061566,-1.033343
611.666554,-46.075912,-3.719041,-18.194867
100.566156,-5.073089,-4.546792,-8.116092
-487.555425,-175.173994,-22.758539,2.332287
-5.901142,15.716064,15.035011,3.660472
102.519190,5.764375,16.066429,-24.428333
3.779190,4.830949,59.985575,-15.290733
1.995560,0.436149,380.940437,14.118429
10.405603,-36.180414,-26.260778,11.669128
2.558344,13.822970,2.985820,0.654113
86.624166,16.764143,-2.189353,5.474449
-51.790191,11.019520,10.844366,8.477235
-3.697862,9.782751,-64.921441,-10.549830
-34.040012,-2.069412,-29.142833,15.528751
10901.610828,21.812768,0.235590,-3.690834
-25723.084998,1.846685,-0.343839,-6.245828
-1296.513353,8.760491,15.403362,0.237309
26.725055,1.449791,1.100466,-0.642192
-823.558623,7.451541,-4.193882,1.386581
-5.086928,1.040866,7.467900,13.879950
-2.281561,26.898994,-7.045366,15.958525
-0.628342,40.593715,8.486905,1.067108
75.207617,6.315827,1.212873,16.731751
-2684.690333,-105.733094,0.455576,-13.489209
38.242684,-11.929360,10.811352,28.906805
-80.783147,6.352442,4.270331,0.854337
-741.326914,-14.647551,7.648066,17.863626
-13.164209,27.280144,-19.393683,1.819287
-36.796773,6.873549,4.162890,-13.342586
-4.162325,103.924021,-2.318591,-18.443844
-9.594672,-10.303211,-17.912767,-9.900251
-1.671600,7.400427,0.089745,-7.901333
-57.856083,-33.091889,-7.172271,-1.168716
-3.203925,-3.034222,0.181304,-8.532229
375.049986,-6.251355,1.891467,5.619502
46.250226,-79.437947,-122.978948,-12.185420
-18.788492,1.120772,9.092069,8.425069
15.256522,7.190377,11.588136,2.170277
0.218523,-44.701301,8.136373,-9.280712
-126.923969,-28.566905,2.933820,18.081899
0.924280,262.640575,-13.966442,9.172764
80.636074,201.844458,-9.301473,-10.599044
6.942494,-5.631206,-3.183037,12.452983
-0.763787,-3.857978,4.538322,41.223880
10.271800,-2.730703,43.241938,-11.997581
-3.799190,-4.092740,-0.331778,-3.875883
-46.143807,-102.390032,9.526323,-23.918532
-7.685362,7.280309,8.919372,13.270249
-267.709368,398.179825,-2.697064,13.490395
-34.931936,-12.619500,-3.836646,-17.980533
21.483070,-6.515890,5.164437,2.064329
-2.991234,-7.692376,-12.958180,22.765562
-11.471572,30.932816,9.404708,-8.569248
-3451.500628,0.565046,-77.686445,34.580699
-12.951713,4.560077,-10.160074,3.051586
28.246747,-8.028953,-20.376494,24.862812
-0.952377,-12.962387,-12.943877,4.706945
-52.125833,-17.800922,3.841316,-4.399915
-3.052491,-42.744528,16.560292,-9.052905
1.094518,-17.762573,-17.358017,2.526020
112.277162,-5.718928,8.013895,-8.948448
-1.811802,-10.453920,35.458864,2.683361
-3.063347,1.178773,6.622603,29.050431
-0.207309,6.215931,-11.471212,-16.075289
-1.729729,2.728550,-162.780572,-1.575438
32.355059,-18.962290,-10.951784,17.705862
118.267097,-7.804591,6.188376,-1.283844
1426.670378,7.960418,-1.548084,6.078563
1.380903,-8.053009,-18.190965,3.312041
32.601486,25.780251,-33.197048,-23.455135
3.800302,-7.633847,4.180238,0.043102
-5.617510,4.232129,15.685963,36.209323
7.112469,172.723458,2.929275,-22.202582
-162.018547,431.555437,1.261092,5.468590
36.878869,31.320204,25.708388,8.200476
302.780109,0.646389,-4.125643,7.959134
5459.585209,-10.696244,-24.053481,-22.085755
2.180739,17.472614,5.713111,-11.325298
3.919169,-4.015614,-15.802908,-1.750456
-14281.605714,267.805139,13.400759,31.043268
144.392003,0.148293,18.343666,4.436167
-536.505105,-1.687738,-0.284811,18.117525
-179.160380,9.550412,-120.392931,2.589494
2.376807,15.237647,16.001687,-13.390644
4.123529,2.034365,-48.296098,-23.105757
-1300.813609,6.034932,-6.150949,-4.782819
-1454.447498,-1.457380,-15.676897,-15.420466
-3.844997,-22.631702,16.006876,0.345164
15.801941,-40.546085,18.601880,19.470161
-160.951272,181.999167,15.848383,-0.551341
0.070916,-2.374696,3.888305,14.586883
0.894542,0.927335,-8.882930,-6.510099
5.559238,7.070653,16.526927,-17.249431
15.731821,0.022709,5.286258,-18.711676
1822.576770,23.483906,8.647755,-13.595316
-239.720516,4.099294,-20.733649,14.242782
-135.210410,-9.158156,5.999947,16.997415
-43.556323,9.575291,6.456179,-13.493794
3.284435,-0.504407,11.325338,-13.318126
-47.543288,2.851135,-2.610072,-9.186589
-3.963506,3.162186,6.849958,15.256835
-21.091790,1.871768,1.264363,7.155927
1.823167,-1.835044,-10.206508,14.257658
18.234101,-22.187417,2.645507,-8.047711
25.268588,-5.118239,30.510630,-21.653600
38.889429,12.148432,-4.957404,35.855835
-2527.654260,10.473783,-4.991070,-20.989921
0.851174,-1.446402,27.355076,12.357696
4.703916,-1.418347,11.259571,15.748672
2.403293,-38.140507,-6.032215,43.044084
105.732200,-1.751604,-10.524294,20.408327
338.004326,3.805160,15.605500,18.875351
1.079018,5.505753,9.626843,-3.933814
-1.865879,1.212438,2.090434,7.559848
368.078579,-102.300776,2.786838,16.292492
8.066842,39.177511,11.076592,16.162359
-38.219218,4.327005,1.701997,1.213812
10.643229,-3.140594,9.439173,-0.747940
8.603119,28.268554,23.875922,-10.021793
24423.980577,7.962803,30.680053,11.561895
35.507154,-20.967580,-19.614139,7.044826
43.699335,2.593045,-11.341961,-4.564512
-0.461206,40.237099,5.155697,-0.439493
-0.577455,-18.817506,-26.121489,1.475058
-1400.269090,20.887612,11.726134,2.517157
-3.043181,-6.607572,8.246190,3.031124
-47.015527,-78.250116,-7.529748,-10.532083
46.987189,-1.811257,10.173129,-4.410741
8.971292,-15.462074,-15.286614,32.190329
11.434340,2.435589,-87.562273,-8.830048
-26.066263,-163.158394,-38.047777,7.342164
48.431924,1066.973703,14.287578,-13.288222
-10.218284,7.248229,3.495793,27.228364
170.762220,5.837965,3.336951,-13.353926
-99.906599,-18.739825,-4.697364,-25.633345
2.330529,-30.610797,-14.646907,17.874031
-0.964635,6.852215,-60.803436,5.312608
575.919849,0.860516,2.515385,-28.463622
-55.246597,-8.939991,2.799545,21.438411
335.789367,-0.134417,10.256364,-7.532385
27.552295,-10.562023,-17.464461,13.878082
17.282592,-10.768284,-37.791780,-23.713707
-15.100278,0.760809,4.388021,-25.029276
18.924867,-1.957315,22.166093,-11.969345
10.690518,-2.604581,14.111989,10.624930
-0.432091,-9.754530,-8.491031,-22.058705
-27.638345,3.555318,10.383916,10.618395
-1.055692,7.718992,-17.096548,7.950564
-1095.467055,-71.518228,-7.076731,-1.361487
4.842904,16.080201,-8.235364,0.543761
45.846888,7.949339,-3.731467,-13.187535
18.584770,-38.268605,-6.367163,-21.312560
9.136843,1.159870,24.020200,-1.599124
-1.790608,-24.566233,-19.257716,-18.581730
-7.066164,22.514539,21.466336,-0.057023
14434.095427,9.761922,-23.598435,-16.652398
-16.490177,-5.281793,7.116311,-5.781023
-21.769053,3.358418,-20.284461,-9.392539
-0.993618,-34.534443,-1.806926,11.837316
22.939652,-14.200439,-11.145413,7.199464
-205.844244,-1.256895,-22.224470,32.478220
-10.727132,-102.619684,13.320626,-2.828231
1.694429,27.270504,-5.616512,-23.924151
0.991079,-52.497962,3.252310,1.501228
-195.327167,0.228722,34.569217,-15.945769
-1654.586476,9.905100,-24.120458,0.777328
-17.596324,2.413794,0.494779,1.901164
1.422464,-3.007225,10.180612,8.329167
27.133614,41.212996,-21.531549,26.855721
-9.443413,4.496476,-2.962814,-6.485741
2.895391,42.613543,-20.240132,2.606930
528.728119,438.876486,36.869774,-4.337238
-2.278184,8.204929,-2.045734,-24.829726
1.940133,-8.615408,-22.592619,7.815740
19.769948,5.727216,13.826094,5.918995
-7.095066,116.650686,-12.842816,14.187576
14.290753,-6.858898,0.163004,-23.094208
1.175983,17.258064,6.620308,3.364031
-4.724152,-8.101579,-12.816553,5.346359
243.208545,2.224583,-22.435496,-19.602106
-29.760772,56.657936,25.199330,4.705632
7.598263,-20.441524,21.950583,-12.154256
30.859090,6.748962,-8.462298,24.916742
-8393.785995,-14.009309,4.554443,-12.139563
0.832910,-12.627792,1.021591,-1.088208
-3.668019,-0.048095,18.798682,5.545825
-478.891274,-14.429542,-4.092492,-13.042815
-2.202230,1.340362,-10.023699,4.302660
-0.799045,-24.054148,-14.221432,3.420409
-3.164842,4.564138,23.355992,2.375609
-82.942391,-6.298508,2.333681,-9.214959
14.308018,-29.866484,10.430536,9.241211
4.114587,-8.120843,18.772558,5.035934
-50.703900,-1.297090,15.495291,16.553112
9037.901177,83.914947,1.840215,-1.304620
-3.802199,6.493483,-10.542631,-3.582570
0.601330,4.305307,4.565085,18.447720
2.272829,49.647562,15.789985,32.230674
-306126.038188,-5.225105,-14.950775,-16.320499
0.940561,-5.180389,-14.826636,-16.717012
5.119434,-8.112064,0.734497,16.334951
-62.414632,8.716572,17.325307,24.526645
-1.225842,-4.803421,19.659733,11.623894
-3.211776,-5.941286,-47.968029,-59.477074
-127.314561,64.104247,1.639537,-18.476554
-326.347473,-555.990439,13.104929,-4.150153
-11.182992,6.035992,-5.684794,-9.915064
-13.016266,-3.380674,-17.472637,23.457131
3.500755,-2.413130,15.919156,-1.607913
17.005035,267.045597,-11.294317,-25.978720
6.154339,-10.521256,-12.485030,-8.399218
-3.992561,-16.201779,15.893690,10.725276
4.583761,5.526211,-42.011919,2.518773
1.763897,6.354484,19.736609,-9.948687
1.681949,2.945544,1.820290,-4.518211
22.939812,49.130408,-19.993712,-4.271503
3.833297,51.796031,-3.144508,10.902833
9.475726,-6.359002,-40.632672,-27.636491
3.212178,-1.140372,-9.504427,14.760813
2.044609,-6.289467,-6.594840,-14.680872
-3516469.963291,3.518279,19.767603,10.617194
1681.837826,-102.932709,54.039487,-0.007016
5.519413,-7.712040,-9.437530,17.708840
6.978198,1.543607,17.728836,2.473715
-0.756151,32.401497,-1.517764,20.525979
-0.811322,-15.227121,-23.170258,6.735419
-2354.611592,540.119420,19.567493,9.392819
-4.403467,1.893973,-7.187964,-19.536898
2.684003,-4.424132,28.921807,33.818449
-9.766568,100.963401,5.526071,36.931881
-26.027011,4.009042,18.659865,6.795541
-140.052688,4.242139,17.342989,4.247568
4.546269,-6.358838,-7.894065,-1.509265
-96.562533,5.413728,1.959661,16.752319
2.566784,-6.624467,21.435963,-15.508077
7.402192,42.048343,0.738383,-5.792461
0.487820,55.362933,12.237392,-4.925827
1.269939,-30.438377,9.935356,-0.199148
-2675.990258,-29.251921,-2.884842,-0.319343
-36.715903,1.504622,-56.948103,6.769994
-0.270510,-2.252641,-18.155307,-3.321863
7.573247,33.014382,-37.341713,-12.684176
-1.630333,-60.793447,-0.918072,13.310107
-14.675277,-0.355333,4.451885,0.611272
10.425528,8.048986,-31.429827,5.796839
-8.154727,18.048102,22.347090,-1.853030
125.983805,-13.840718,-8.960287,22.918188
-19.090609,-37.542768,0.258366,3.127524
-30.795793,-7.230640,2.430599,5.045958
3.843839,40.586911,-12.371831,-13.651925
-3.675826,23.766598,8.353849,1.070696
-575.412244,-3.388731,-26.990657,27.917202
-1.189540,4.862703,35.688928,3.970783
-7062.183043,10.163921,-3.515297,3.998497
-1.863023,14.749828,-7.727608,0.173274
22.825591,-40.368778,-9.887423,-27.671319
75.336851,4.975166,1.574523,31.832824
0.489321,0.235120,33.874403,8.007679
-3.170378,3.809115,-4.468485,-5.292043
-0.064213,-17.256054,-4.670176,-6.198857
10.576249,8.015336,-11.540969,-12.496409
-13.085478,-15.948809,-40.537586,26.539419
57.000521,-56.801351,8.177513,10.665707
-90.353334,-4.614601,-39.373430,14.876445
3.266444,31.993510,-2.099487,2.017705
-39.045305,-0.098531,7.190160,-3.386712
-2.743272,6.297796,-17.464731,-0.759495
-70.052843,-10.785111,-2.585254,0.033738
1.959882,4.858522,3.897598,19.251209
-6623.383128,-41.803248,29.157086,-6.833162
229.259358,-8.530647,3.651203,-13.593172
-0.592049,42.563042,10.813238,-10.083723
-490367.193577,1.685329,6.845059,-11.217840
36.756004,-10.124835,-39.807053,6.643445
-8893.431514,5.508822,15.924381,-30.410703
-5.188452,10.270532,4.830528,-21.573915
4.363579,16.253220,-7.300528,-18.033175
-8.080021,-23.174974,-7.293769,1.963318
0.931586,-7.433289,-10.907717,-15.579094
-1.132717,-5.743841,16.064824,-7.082351
-137.002623,7.292960,-55.235460,6.460738
-2.545295,-4.378983,26.273698,-16.598659
5.110739,-10.363948,-3.612698,14.793517
6.171066,3.809961,-32.126362,-18.341765
2293.258957,0.909466,9.318531,-5.881417
0.101016,-26.201537,29.090122,-17.272288
-94.356470,57.910615,-19.553174,22.586130
-0.887593,-3.462827,24.082048,-1.972811
321.810854,30.218215,29.546008,0.333113
-15.421223,7.199158,2.075182,-20.684693
2.026587,-5.518640,13.037676,13.716648
-11.597867,11.395656,-5.132190,20.114070
-7.792278,-4.761856,-77.315376,11.825095
-31.759072,-0.040990,-13.988291,-6.514155
2.713612,14.726092,-12.404482,11.425289
-33.187567,-39.555250,-12.829825,-9.751778
-1.185957,-11.980534,3.399348,1.680217
-5.334302,1.319095,-11.363075,-18.695115
1.858199,-1.068816,-3.422650,22.885866
-1.072188,10.559675,21.090315,-0.333167
1.115072,56.017663,4.508714,-8.729372
-22.002032,-7.725389,2.480762,-12.434408
13.947239,-9.849945,15.740846,21.721286
-2.775547,6.992306,-10.686377,-4.766529
196.259799,3.008015,2.490733,3.783782
-1.016469,-20.098477,-6.808952,-8.698188
1.360979,-3.458137,3.700537,1.455136
-30.172413,0.168486,2.157353,2.046772
1.167994,28.958812,-54.825465,-17.304241
20.472814,-18.249784,-9.925255,15.012719
-6.751597,5.991032,33.027562,-12.583733
-8.685357,-7.403809,13.145513,0.169497
2.153860,-4.732934,-5.715916,24.681566
-1.627005,-1.912491,7.224314,-22.071629
-40.926872,-104.743358,-3.945852,-20.552904
-1.862722,-4.463526,-3.361871,-14.402770
-2.179771,2611.567796,5.736649,-32.631928
-112.712187,12.429123,-34.953908,5.427497
-11.195961,-181.469259,11.951807,2.603833
11.676395,-4.512333,-21.719407,9.080882
301.790563,-26.531256,27.051482,2.782074
-4.632825,-772.956838,40.457680,-3.559306
-406.625057,1.807683,3.111176,5.646580
7.866365,-2.534476,4.745945,-6.576149
-75.677815,6.186273,-16.687142,-1.593741
739.700472,-1.219162,6.073474,11.327208
0.832326,1.624271,5.414531,13.534857
-725.307286,8.016865,-5.677639,0.672856
-0.842599,11.884180,-7.570806,-10.857399
-517.022485,-6.658757,-5.927524,27.346258
21.112733,15.595932,9.177317,-1.765985
-1.564202,-195.681277,9.590685,-26.241877
7.949777,6.146472,-8.892874,-8.408599
1.771841,81.469998,-71.219237,7.927213
16.797193,21.239295,-2.065564,-19.681025
-2.834602,6.029662,6.380085,-27.607473
-8.764457,36.020032,3.377594,1.130639
-114.478988,-12.829127,4.720829,12.613825
38.666724,79.115343,3.933206,-12.350008
0.560947,1.935367,-1.526089,-16.815460
0.701462,-128.878301,13.702790,0.644774
18405.558168,4.494681,20.616147,-21.416498
480.645915,-25.634867,4.628200,21.972505
-10.439622,-0.289548,13.986990,28.668806
-1.450482,-6.581608,-1.942425,-4.870454
10.141100,4.861076,-21.611955,13.319753
-1212.037411,-6.602565,-3.082665,-16.392431
-51.410599,2.205289,-8.731410,14.707257
14.862424,-11.138220,31.910981,-15.413760
0.598024,11.284878,-13.716071,18.916270
-7.614217,3.321381,-10.108801,-8.200543
33.022000,-171.575507,3.115741,-27.751672
-0.012730,15.731929,-4.756424,-1.444417
-99.141042,4.835965,6.546891,10.047984
-56.082751,1.261876,-38.296594,-5.856680
11.232585,69.988647,-2.195528,20.151947
-293.856409,9.356035,15.642581,-2.594552
-1.582369,-14.088333,-3.270065,-12.470256
2.216281,-1.592834,2.390376,-13.452166
-44.235386,3.975275,-36.705308,13.065130
-8.332838,-3.496685,16.502047,21.941474
-3138.386124,1.735268,42.999206,18.900512
-118.479934,-348.794544,7.502305,-10.157982
-16.267357,2.414592,-3.782574,-3.699984
13.199859,3.749972,4.991442,-7.644350
-6.161988,-20.044832,29.097518,11.906785
71.273969,6.174325,2.892820,23.802812
2.580697,-5.285672,5.383746,-5.203474
177.976607,-1.659570,17.605046,-16.976019
0.654341,0.648450,5.495231,-0.423476
-69.831269,-1.749355,241.520729,-11.443353
-318.806299,-123.759339,24.382135,-13.923465
39.343044,0.251429,-4.103470,11.568748
66.830280,-4.750418,-45.326514,-1.712440
-480.555665,-2.085715,-26.994358,23.017741
4.124505,-5.304030,-9.072413,-17.548440
147.502416,-2.498351,-2.608757,-22.347927
112.294944,-12.725073,1.988142,2.736462
0.379862,14.627076,-4.874284,1.909725
54.889936,6.424376,1.802346,-9.980211
-414.182276,20.030979,4.755721,-24.887540
-4.393077,-2.202669,-7.299161,25.487908
15.376877,0.944337,-3.562778,5.366727
31.989022,1.361278,4.784362,-0.674285
97.884567,3.395282,21.611176,20.686760
-60.313764,14.657010,-9.550367,11.996164
21.836877,-1.899646,-9.925725,5.369338
112.274155,671.178141,-17.196941,-18.526325
-309.280985,-6.747957,13.490809,-10.731329
16.521411,-2.143440,-4.717618,-12.589995
-0.228372,-15.623439,3.816759,7.287237
-7.180109,1.750839,5.396781,-0.472150
1.103195,-13.139430,9.953084,-10.920018
-51.495894,-11.026253,24.391519,-15.830819
-376.057076,-1.880605,26.839366,-2.898703
-57.855200,-85.764080,-4.372028,24.434149
56.692041,-0.700609,-15.286185,5.478213
-38.123121,10.571846,3.073033,14.762244
-2.866037,-93.244330,-5.210306,3.937297
-1.527068,20.599697,-15.632851,14.850003
41.111974,6.984498,7.924617,11.792232
-0.779183,4.378686,-12.718659,7.760065
-32.280988,-6.554425,-9.568509,15.518979
28.879948,-7.712689,-2.561820,-4.111516
-10.116637,16.754251,9.396047,-6.901682
-44.000078,-10.934869,2.578396,-6.158674
-1.503686,-2.452700,-4.489990,-2.415691
-39941.097493,-13.764417,-1.154347,-22.867634
-12.972693,-4.939502,12.536980,-2.549451
2.437990,-31.345374,12.974485,-21.626974
-0.723407,20.863599,73.486204,18.125537
1276.305321,7.182374,17.539841,0.828131
7.343631,39.898933,14.964312,-17.881031
-5359.015323,-0.668794,-5.946293,-3.555369
-6.987049,26.934533,-7.605464,2.486207
-27.824654,-7.826365,4.084418,6.219502
-3.521183,-23.887268,1.690821,-5.343374
-21.030202,5.867152,13.355585,-5.814419
2.630985,-7.789843,7.080599,-23.063580
-32.014676,65.029536,-8.997659,4.274287
-41.882080,19.167364,-63.417049,-13.487271
-7.835987,-0.071806,-4.997231,-23.616330
2541.140519,42.468755,-17.425845,4.613031
158.868989,6.831625,-15.861899,-12.020791
12.520595,6.174766,8.885912,29.063526
115.528096,1.380788,0.825758,27.510036
57.196427,4.953764,0.332051,9.653804
166.998427,-83.858916,2.727404,-12.153305
8.803263,42.276086,10.319660,-17.256832
39.741263,1.715955,82.118770,-0.980895
-62.190213,-145.680594,-6.844977,-5.872380
5.742251,-289.762708,15.824648,27.733108
6.549967,8.269775,-18.499540,2.134123
0.967676,2.284984,19.455819,10.200316
-13.474741,-2.641109,-8.379919,6.221541
10823.200128,-94.080057,-0.806552,25.563661
-9.557127,5.648415,7.447259,0.407934
3.737323,-8.980904,73.524865,-13.324914
8.738343,28.650619,-328.061788,0.817106
50.294756,-6.865029,-10.607641,11.962204
-0.616637,3.262170,-4.377982,-9.520949
2.265233,167.522224,6.984205,-9.437241
-69.161712,-2.142934,-1.694846,-16.580189
0.018791,-19.845751,-3.452362,-10.309571
0.209319,59.221053,38.151337,21.596555
373620.221761,106.144039,15.138664,11.199730
10.676212,-240.995333,-0.212445,-16.087473
127.154517,11.078611,18.747655,-6.256796
29.787036,-27.402020,-6.986151,-5.506982
2.168258,-4.625833,-22.468810,13.345483
1.877519,2430.573567,16.915936,-10.831012
0.101457,-170.690443,8.025196,-9.017259
-13.393230,-0.152750,5.461500,1.189996
-178.285330,-6.465187,-3.659893,2.036028
8.606544,-4.302249,-61.550930,6.612744
0.087385,3.595138,-8.729499,-9.144985
-0.031259,2.354931,16.349203,2.386383
-1.568929,29.890464,21.702935,25.064141
-46.407463,-7.832413,-8.331319,5.330288
331772.442447,-9.939079,-6.846855,-13.829663
-1.086225,1.959911,-7.242687,-6.965146
9014.093643,-21.250499,6.032706,-2.332580
1.432468,-0.551954,16.668524,-9.300005
-8.151310,-8.466350,-16.754827,-8.198092
-1071.852438,-18.250631,15.046469,10.044142
0.678178,18.619034,15.425695,-1.592935
-1497.079764,149.330528,-14.240882,7.442025
0.519441,-12.283341,0.801350,-19.303204
26.652966,25.754925,22.499159,10.048102
177.277518,1.681937,11.738163,-25.932555
-7.995359,5.354258,1.109226,-21.374794
-10.192534,17.337444,0.435604,-41.647443
-139.347367,-0.987183,-9.339546,6.055513
-11.111030,-9.276824,0.913909,4.330930
-39.005496,-21.792952,10.101851,-3.044649
-3222.046103,-31.168518,13.304104,-15.597289
-3.271612,24.354789,8.022517,-3.531434
0.216408,-6.734809,-9.894453,-3.774258
-1.735650,0.139551,14.648746,4.247265
-61.476831,5.025403,-0.208614,10.737094
-4356.194716,-4.988672,12.542757,10.298298
1.205569,-1090.865875,16.679850,17.869345
72.335069,-4.720974,5.178399,-7.394319
5.587140,-15.950066,5.507165,27.848318
1640.441290,-32.105482,13.803989,11.854113
-303.111701,-2.692692,-7.333928,5.538880
25.625679,7.481418,0.074466,-3.726658
0.376327,-6.973849,-15.787722,-6.056338
-238.312745,344.142380,5.777380,-40.668581
8.271895,47.334824,8.691368,-18.327136
-5.210656,-18.235475,-3.688720,15.867522
-50.050323,-3.752773,-25.320220,-4.804314
6.698949,44.182872,-2.981876,9.550753
-0.076589,114.080339,23.728918,7.164847
-110.899094,-231.480876,-1.167305,21.325711
-22.956732,12.095864,5.229772,1.639568
3.164623,-12.518172,12.326697,15.940803
-15.927453,-2.502970,-0.508376,-4.519874
2.838153,3.399336,-32.811858,-21.458539
-0.242212,-33.736839,-2.794083,-20.081955
-7.648758,1.445596,16.526195,1.902319
-0.421510,-7.621848,-0.916694,10.310200
-129.344285,0.988190,-4.022765,10.454487
-185.953952,19.504771,-13.688008,-6.714387
25.795972,-37.182315,40.037937,19.259996
-1946.505780,-47.213446,-43.132700,-15.112875
28.235772,-13.529317,-5.393207,4.482014
17.106873,-19.432775,10.915450,-6.176838
-35.060730,-30.609002,-22.943245,-18.578209
2058.615474,-9.547778,9.144576,-8.377173
-0.648454,-12.821642,-14.905135,10.600198
