(alpha=0.50),(alpha=1.00),(alpha=1.50),(alpha=2.00)
0.019956,0.004361,3.809404,0.141184
0.104056,-0.361804,-0.262608,0.116691
0.025583,0.138230,0.029858,0.006541
0.866242,0.167641,-0.021894,0.054744
-0.517902,0.110195,0.108444,0.084772
-0.036979,0.097828,-0.649214,-0.105498
-0.340400,-0.020694,-0.291428,0.155288
109.016108,0.218128,0.002356,-0.036908
-257.230850,0.018467,-0.003438,-0.062458
-12.965134,0.087605,0.154034,0.002373
0.267251,0.014498,0.011005,-0.006422
-8.235586,0.074515,-0.041939,0.013866
-0.050869,0.010409,0.074679,0.138799
-0.022816,0.268990,-0.070454,0.159585
-0.006283,0.405937,0.084869,0.010671
0.752076,0.063158,0.012129,0.167318
-26.846903,-1.057331,0.004556,-0.134892
0.382427,-0.119294,0.108114,0.289068
-0.807831,0.063524,0.042703,0.008543
-7.413269,-0.146476,0.076481,0.178636
-0.131642,0.272801,-0.193937,0.018193
-0.367968,0.068735,0.041629,-0.133426
-0.041623,1.039240,-0.023186,-0.184438
-0.095947,-0.103032,-0.179128,-0.099003
-0.016716,0.074004,0.000897,-0.079013
-0.578561,-0.330919,-0.071723,-0.011687
-0.032039,-0.030342,0.001813,-0.085322
3.750500,-0.062514,0.018915,0.056195
0.462502,-0.794379,-1.229789,-0.121854
-0.187885,0.011208,0.090921,0.084251
0.152565,0.071904,0.115881,0.021703
0.002185,-0.447013,0.081364,-0.092807
-1.269240,-0.285669,0.029338,0.180819
0.009243,2.626406,-0.139664,0.091728
0.806361,2.018445,-0.093015,-0.105990
0.069425,-0.056312,-0.031830,0.124530
-0.007638,-0.038580,0.045383,0.412239
0.102718,-0.027307,0.432419,-0.119976
-0.037992,-0.040927,-0.003318,-0.038759
-0.461438,-1.023900,0.095263,-0.239185
-0.076854,0.072803,0.089194,0.132702
-2.677094,3.981798,-0.026971,0.134904
-0.349319,-0.126195,-0.038366,-0.179805
0.214831,-0.065159,0.051644,0.020643
-0.029912,-0.076924,-0.129582,0.227656
-0.114716,0.309328,0.094047,-0.085692
-34.515006,0.005650,-0.776864,0.345807
-0.129517,0.045601,-0.101601,0.030516
0.282467,-0.080290,-0.203765,0.248628
-0.009524,-0.129624,-0.129439,0.047069
-0.521258,-0.178009,0.038413,-0.043999
-0.030525,-0.427445,0.165603,-0.090529
0.010945,-0.177626,-0.173580,0.025260
1.122772,-0.057189,0.080139,-0.089484
-0.018118,-0.104539,0.354589,0.026834
-0.030633,0.011788,0.066226,0.290504
-0.002073,0.062159,-0.114712,-0.160753
-0.017297,0.027286,-1.627806,-0.015754
0.323551,-0.189623,-0.109518,0.177059
1.182671,-0.078046,0.061884,-0.012838
14.266704,0.079604,-0.015481,0.060786
0.013809,-0.080530,-0.181910,0.033120
0.326015,0.257803,-0.331970,-0.234551
0.038003,-0.076338,0.041802,0.000431
-0.056175,0.042321,0.156860,0.362093
0.071125,1.727235,0.029293,-0.222026
-1.620185,4.315554,0.012611,0.054686
0.368789,0.313202,0.257084,0.082005
3.027801,0.006464,-0.041256,0.079591
54.595852,-0.106962,-0.240535,-0.220858
0.021807,0.174726,0.057131,-0.113253
0.039192,-0.040156,-0.158029,-0.017505
-142.816057,2.678051,0.134008,0.310433
1.443920,0.001483,0.183437,0.044362
-5.365051,-0.016877,-0.002848,0.181175
-1.791604,0.095504,-1.203929,0.025895
0.023768,0.152376,0.160017,-0.133906
0.041235,0.020344,-0.482961,-0.231058
-13.008136,0.060349,-0.061509,-0.047828
-14.544475,-0.014574,-0.156769,-0.154205
-0.038450,-0.226317,0.160069,0.003452
0.158019,-0.405461,0.186019,0.194702
-1.609513,1.819992,0.158484,-0.005513
0.000709,-0.023747,0.038883,0.145869
0.008945,0.009273,-0.088829,-0.065101
0.055592,0.070707,0.165269,-0.172494
0.157318,0.000227,0.052863,-0.187117
18.225768,0.234839,0.086478,-0.135953
-2.397205,0.040993,-0.207336,0.142428
-1.352104,-0.091582,0.059999,0.169974
-0.435563,0.095753,0.064562,-0.134938
0.032844,-0.005044,0.113253,-0.133181
-0.475433,0.028511,-0.026101,-0.091866
-0.039635,0.031622,0.068500,0.152568
-0.210918,0.018718,0.012644,0.071559
0.018232,-0.018350,-0.102065,0.142577
0.182341,-0.221874,0.026455,-0.080477
0.252686,-0.051182,0.305106,-0.216536
0.388894,0.121484,-0.049574,0.358558
-25.276543,0.104738,-0.049911,-0.209899
0.008512,-0.014464,0.273551,0.123577
0.047039,-0.014183,0.112596,0.157487
0.024033,-0.381405,-0.060322,0.430441
1.057322,-0.017516,-0.105243,0.204083
3.380043,0.038052,0.156055,0.188754
0.010790,0.055058,0.096268,-0.039338
-0.018659,0.012124,0.020904,0.075598
3.680786,-1.023008,0.027868,0.162925
0.080668,0.391775,0.110766,0.161624
-0.382192,0.043270,0.017020,0.012138
0.106432,-0.031406,0.094392,-0.007479
0.086031,0.282686,0.238759,-0.100218
244.239806,0.079628,0.306801,0.115619
0.355072,-0.209676,-0.196141,0.070448
0.436993,0.025930,-0.113420,-0.045645
-0.004612,0.402371,0.051557,-0.004395
-0.005775,-0.188175,-0.261215,0.014751
-14.002691,0.208876,0.117261,0.025172
-0.030432,-0.066076,0.082462,0.030311
-0.470155,-0.782501,-0.075297,-0.105321
0.469872,-0.018113,0.101731,-0.044107
0.089713,-0.154621,-0.152866,0.321903
0.114343,0.024356,-0.875623,-0.088300
-0.260663,-1.631584,-0.380478,0.073422
0.484319,10.669737,0.142876,-0.132882
-0.102183,0.072482,0.034958,0.272284
1.707622,0.058380,0.033370,-0.133539
-0.999066,-0.187398,-0.046974,-0.256333
0.023305,-0.306108,-0.146469,0.178740
-0.009646,0.068522,-0.608034,0.053126
5.759198,0.008605,0.025154,-0.284636
-0.552466,-0.089400,0.027995,0.214384
3.357894,-0.001344,0.102564,-0.075324
0.275523,-0.105620,-0.174645,0.138781
0.172826,-0.107683,-0.377918,-0.237137
-0.151003,0.007608,0.043880,-0.250293
0.189249,-0.019573,0.221661,-0.119693
0.106905,-0.026046,0.141120,0.106249
-0.004321,-0.097545,-0.084910,-0.220587
-0.276383,0.035553,0.103839,0.106184
-0.010557,0.077190,-0.170965,0.079506
-10.954671,-0.715182,-0.070767,-0.013615
0.048429,0.160802,-0.082354,0.005438
0.458469,0.079493,-0.037315,-0.131875
0.185848,-0.382686,-0.063672,-0.213126
0.091368,0.011599,0.240202,-0.015991
-0.017906,-0.245662,-0.192577,-0.185817
-0.070662,0.225145,0.214663,-0.000570
144.340954,0.097619,-0.235984,-0.166524
-0.164902,-0.052818,0.071163,-0.057810
-0.217691,0.033584,-0.202845,-0.093925
-0.009936,-0.345344,-0.018069,0.118373
0.229397,-0.142004,-0.111454,0.071995
-2.058442,-0.012569,-0.222245,0.324782
-0.107271,-1.026197,0.133206,-0.028282
0.016944,0.272705,-0.056165,-0.239242
0.009911,-0.524980,0.032523,0.015012
-1.953272,0.002287,0.345692,-0.159458
-16.545865,0.099051,-0.241205,0.007773
-0.175963,0.024138,0.004948,0.019012
0.014225,-0.030072,0.101806,0.083292
0.271336,0.412130,-0.215315,0.268557
-0.094434,0.044965,-0.029628,-0.064857
0.028954,0.426135,-0.202401,0.026069
5.287281,4.388765,0.368698,-0.043372
-0.022782,0.082049,-0.020457,-0.248297
0.019401,-0.086154,-0.225926,0.078157
0.197699,0.057272,0.138261,0.059190
-0.070951,1.166507,-0.128428,0.141876
0.142908,-0.068589,0.001630,-0.230942
0.011760,0.172581,0.066203,0.033640
-0.047242,-0.081016,-0.128166,0.053464
2.432085,0.022246,-0.224355,-0.196021
-0.297608,0.566579,0.251993,0.047056
0.075983,-0.204415,0.219506,-0.121543
0.308591,0.067490,-0.084623,0.249167
-83.937860,-0.140093,0.045544,-0.121396
0.008329,-0.126278,0.010216,-0.010882
-0.036680,-0.000481,0.187987,0.055458
-4.788913,-0.144295,-0.040925,-0.130428
-0.022022,0.013404,-0.100237,0.043027
-0.007990,-0.240541,-0.142214,0.034204
-0.031648,0.045641,0.233560,0.023756
-0.829424,-0.062985,0.023337,-0.092150
0.143080,-0.298665,0.104305,0.092412
0.041146,-0.081208,0.187726,0.050359
-0.507039,-0.012971,0.154953,0.165531
90.379012,0.839149,0.018402,-0.013046
-0.038022,0.064935,-0.105426,-0.035826
0.006013,0.043053,0.045651,0.184477
0.022728,0.496476,0.157900,0.322307
-3061.260382,-0.052251,-0.149508,-0.163205
0.009406,-0.051804,-0.148266,-0.167170
0.051194,-0.081121,0.007345,0.163350
-0.624146,0.087166,0.173253,0.245266
-0.012258,-0.048034,0.196597,0.116239
-0.032118,-0.059413,-0.479680,-0.594771
-1.273146,0.641042,0.016395,-0.184766
-3.263475,-5.559904,0.131049,-0.041502
-0.111830,0.060360,-0.056848,-0.099151
-0.130163,-0.033807,-0.174726,0.234571
0.035008,-0.024131,0.159192,-0.016079
0.170050,2.670456,-0.112943,-0.259787
0.061543,-0.105213,-0.124850,-0.083992
-0.039926,-0.162018,0.158937,0.107253
0.045838,0.055262,-0.420119,0.025188
0.017639,0.063545,0.197366,-0.099487
0.016819,0.029455,0.018203,-0.045182
0.229398,0.491304,-0.199937,-0.042715
0.038333,0.517960,-0.031445,0.109028
0.094757,-0.063590,-0.406327,-0.276365
0.032122,-0.011404,-0.095044,0.147608
0.020446,-0.062895,-0.065948,-0.146809
-35164.699633,0.035183,0.197676,0.106172
16.818378,-1.029327,0.540395,-0.000070
0.055194,-0.077120,-0.094375,0.177088
0.069782,0.015436,0.177288,0.024737
-0.007562,0.324015,-0.015178,0.205260
-0.008113,-0.152271,-0.231703,0.067354
-23.546116,5.401194,0.195675,0.093928
-0.044035,0.018940,-0.071880,-0.195369
0.026840,-0.044241,0.289218,0.338184
-0.097666,1.009634,0.055261,0.369319
-0.260270,0.040090,0.186599,0.067955
-1.400527,0.042421,0.173430,0.042476
0.045463,-0.063588,-0.078941,-0.015093
-0.965625,0.054137,0.019597,0.167523
0.025668,-0.066245,0.214360,-0.155081
0.074022,0.420483,0.007384,-0.057925
0.004878,0.553629,0.122374,-0.049258
0.012699,-0.304384,0.099354,-0.001991
-26.759903,-0.292519,-0.028848,-0.003193
-0.367159,0.015046,-0.569481,0.067700
-0.002705,-0.022526,-0.181553,-0.033219
0.075732,0.330144,-0.373417,-0.126842
-0.016303,-0.607934,-0.009181,0.133101
-0.146753,-0.003553,0.044519,0.006113
0.104255,0.080490,-0.314298,0.057968
-0.081547,0.180481,0.223471,-0.018530
1.259838,-0.138407,-0.089603,0.229182
-0.190906,-0.375428,0.002584,0.031275
-0.307958,-0.072306,0.024306,0.050460
0.038438,0.405869,-0.123718,-0.136519
-0.036758,0.237666,0.083538,0.010707
-5.754122,-0.033887,-0.269907,0.279172
-0.011895,0.048627,0.356889,0.039708
-70.621830,0.101639,-0.035153,0.039985
-0.018630,0.147498,-0.077276,0.001733
0.228256,-0.403688,-0.098874,-0.276713
0.753369,0.049752,0.015745,0.318328
0.004893,0.002351,0.338744,0.080077
-0.031704,0.038091,-0.044685,-0.052920
-0.000642,-0.172561,-0.046702,-0.061989
0.105762,0.080153,-0.115410,-0.124964
-0.130855,-0.159488,-0.405376,0.265394
0.570005,-0.568014,0.081775,0.106657
-0.903533,-0.046146,-0.393734,0.148764
0.032664,0.319935,-0.020995,0.020177
-0.390453,-0.000985,0.071902,-0.033867
-0.027433,0.062978,-0.174647,-0.007595
-0.700528,-0.107851,-0.025853,0.000337
0.019599,0.048585,0.038976,0.192512
-66.233831,-0.418032,0.291571,-0.068332
2.292594,-0.085306,0.036512,-0.135932
-0.005920,0.425630,0.108132,-0.100837
-4903.671936,0.016853,0.068451,-0.112178
0.367560,-0.101248,-0.398071,0.066434
-88.934315,0.055088,0.159244,-0.304107
-0.051885,0.102705,0.048305,-0.215739
0.043636,0.162532,-0.073005,-0.180332
-0.080800,-0.231750,-0.072938,0.019633
0.009316,-0.074333,-0.109077,-0.155791
-0.011327,-0.057438,0.160648,-0.070824
-1.370026,0.072930,-0.552355,0.064607
-0.025453,-0.043790,0.262737,-0.165987
0.051107,-0.103639,-0.036127,0.147935
0.061711,0.038100,-0.321264,-0.183418
22.932590,0.009095,0.093185,-0.058814
0.001010,-0.262015,0.290901,-0.172723
-0.943565,0.579106,-0.195532,0.225861
-0.008876,-0.034628,0.240820,-0.019728
3.218109,0.302182,0.295460,0.003331
-0.154212,0.071992,0.020752,-0.206847
0.020266,-0.055186,0.130377,0.137166
-0.115979,0.113957,-0.051322,0.201141
-0.077923,-0.047619,-0.773154,0.118251
-0.317591,-0.000410,-0.139883,-0.065142
0.027136,0.147261,-0.124045,0.114253
-0.331876,-0.395553,-0.128298,-0.097518
-0.011860,-0.119805,0.033993,0.016802
-0.053343,0.013191,-0.113631,-0.186951
0.018582,-0.010688,-0.034227,0.228859
-0.010722,0.105597,0.210903,-0.003332
0.011151,0.560177,0.045087,-0.087294
-0.220020,-0.077254,0.024808,-0.124344
0.139472,-0.098499,0.157408,0.217213
-0.027755,0.069923,-0.106864,-0.047665
1.962598,0.030080,0.024907,0.037838
-0.010165,-0.200985,-0.068090,-0.086982
0.013610,-0.034581,0.037005,0.014551
-0.301724,0.001685,0.021574,0.020468
0.011680,0.289588,-0.548255,-0.173042
0.204728,-0.182498,-0.099253,0.150127
-0.067516,0.059910,0.330276,-0.125837
-0.086854,-0.074038,0.131455,0.001695
0.021539,-0.047329,-0.057159,0.246816
-0.016270,-0.019125,0.072243,-0.220716
-0.409269,-1.047434,-0.039459,-0.205529
-0.018627,-0.044635,-0.033619,-0.144028
-0.021798,26.115678,0.057366,-0.326319
-1.127122,0.124291,-0.349539,0.054275
-0.111960,-1.814693,0.119518,0.026038
0.116764,-0.045123,-0.217194,0.090809
3.017906,-0.265313,0.270515,0.027821
-0.046328,-7.729568,0.404577,-0.035593
-4.066251,0.018077,0.031112,0.056466
0.078664,-0.025345,0.047459,-0.065761
-0.756778,0.061863,-0.166871,-0.015937
7.397005,-0.012192,0.060735,0.113272
0.008323,0.016243,0.054145,0.135349
-7.253073,0.080169,-0.056776,0.006729
-0.008426,0.118842,-0.075708,-0.108574
-5.170225,-0.066588,-0.059275,0.273463
0.211127,0.155959,0.091773,-0.017660
-0.015642,-1.956813,0.095907,-0.262419
0.079498,0.061465,-0.088929,-0.084086
0.017718,0.814700,-0.712192,0.079272
0.167972,0.212393,-0.020656,-0.196810
-0.028346,0.060297,0.063801,-0.276075
-0.087645,0.360200,0.033776,0.011306
-1.144790,-0.128291,0.047208,0.126138
0.386667,0.791153,0.039332,-0.123500
0.005609,0.019354,-0.015261,-0.168155
0.007015,-1.288783,0.137028,0.006448
184.055582,0.044947,0.206161,-0.214165
4.806459,-0.256349,0.046282,0.219725
-0.104396,-0.002895,0.139870,0.286688
-0.014505,-0.065816,-0.019424,-0.048705
0.101411,0.048611,-0.216120,0.133198
-12.120374,-0.066026,-0.030827,-0.163924
-0.514106,0.022053,-0.087314,0.147073
0.148624,-0.111382,0.319110,-0.154138
0.005980,0.112849,-0.137161,0.189163
-0.076142,0.033214,-0.101088,-0.082005
0.330220,-1.715755,0.031157,-0.277517
-0.000127,0.157319,-0.047564,-0.014444
-0.991410,0.048360,0.065469,0.100480
-0.560828,0.012619,-0.382966,-0.058567
0.112326,0.699886,-0.021955,0.201519
-2.938564,0.093560,0.156426,-0.025946
-0.015824,-0.140883,-0.032701,-0.124703
0.022163,-0.015928,0.023904,-0.134522
-0.442354,0.039753,-0.367053,0.130651
-0.083328,-0.034967,0.165020,0.219415
-31.383861,0.017353,0.429992,0.189005
-1.184799,-3.487945,0.075023,-0.101580
-0.162674,0.024146,-0.037826,-0.037000
0.131999,0.037500,0.049914,-0.076444
-0.061620,-0.200448,0.290975,0.119068
0.712740,0.061743,0.028928,0.238028
0.025807,-0.052857,0.053837,-0.052035
1.779766,-0.016596,0.176050,-0.169760
0.006543,0.006485,0.054952,-0.004235
-0.698313,-0.017494,2.415207,-0.114434
-3.188063,-1.237593,0.243821,-0.139235
0.393430,0.002514,-0.041035,0.115687
0.668303,-0.047504,-0.453265,-0.017124
-4.805557,-0.020857,-0.269944,0.230177
0.041245,-0.053040,-0.090724,-0.175484
1.475024,-0.024984,-0.026088,-0.223479
1.122949,-0.127251,0.019881,0.027365
0.003799,0.146271,-0.048743,0.019097
0.548899,0.064244,0.018023,-0.099802
-4.141823,0.200310,0.047557,-0.248875
-0.043931,-0.022027,-0.072992,0.254879
0.153769,0.009443,-0.035628,0.053667
0.319890,0.013613,0.047844,-0.006743
0.978846,0.033953,0.216112,0.206868
-0.603138,0.146570,-0.095504,0.119962
0.218369,-0.018996,-0.099257,0.053693
1.122742,6.711781,-0.171969,-0.185263
-3.092810,-0.067480,0.134908,-0.107313
0.165214,-0.021434,-0.047176,-0.125900
-0.002284,-0.156234,0.038168,0.072872
-0.071801,0.017508,0.053968,-0.004721
0.011032,-0.131394,0.099531,-0.109200
-0.514959,-0.110263,0.243915,-0.158308
-3.760571,-0.018806,0.268394,-0.028987
-0.578552,-0.857641,-0.043720,0.244341
0.566920,-0.007006,-0.152862,0.054782
-0.381231,0.105718,0.030730,0.147622
-0.028660,-0.932443,-0.052103,0.039373
-0.015271,0.205997,-0.156329,0.148500
0.411120,0.069845,0.079246,0.117922
-0.007792,0.043787,-0.127187,0.077601
-0.322810,-0.065544,-0.095685,0.155190
0.288799,-0.077127,-0.025618,-0.041115
-0.101166,0.167543,0.093960,-0.069017
-0.440001,-0.109349,0.025784,-0.061587
-0.015037,-0.024527,-0.044900,-0.024157
-399.410975,-0.137644,-0.011543,-0.228676
-0.129727,-0.049395,0.125370,-0.025495
0.024380,-0.313454,0.129745,-0.216270
-0.007234,0.208636,0.734862,0.181255
12.763053,0.071824,0.175398,0.008281
0.073436,0.398989,0.149643,-0.178810
-53.590153,-0.006688,-0.059463,-0.035554
-0.069870,0.269345,-0.076055,0.024862
-0.278247,-0.078264,0.040844,0.062195
-0.035212,-0.238873,0.016908,-0.053434
-0.210302,0.058672,0.133556,-0.058144
0.026310,-0.077898,0.070806,-0.230636
-0.320147,0.650295,-0.089977,0.042743
-0.418821,0.191674,-0.634170,-0.134873
-0.078360,-0.000718,-0.049972,-0.236163
25.411405,0.424688,-0.174258,0.046130
1.588690,0.068316,-0.158619,-0.120208
0.125206,0.061748,0.088859,0.290635
1.155281,0.013808,0.008258,0.275100
0.571964,0.049538,0.003321,0.096538
1.669984,-0.838589,0.027274,-0.121533
0.088033,0.422761,0.103197,-0.172568
0.397413,0.017160,0.821188,-0.009809
-0.621902,-1.456806,-0.068450,-0.058724
0.057423,-2.897627,0.158246,0.277331
0.065500,0.082698,-0.184995,0.021341
0.009677,0.022850,0.194558,0.102003
-0.134747,-0.026411,-0.083799,0.062215
108.232001,-0.940801,-0.008066,0.255637
-0.095571,0.056484,0.074473,0.004079
0.037373,-0.089809,0.735249,-0.133249
0.087383,0.286506,-3.280618,0.008171
0.502948,-0.068650,-0.106076,0.119622
-0.006166,0.032622,-0.043780,-0.095209
0.022652,1.675222,0.069842,-0.094372
-0.691617,-0.021429,-0.016948,-0.165802
0.000188,-0.198458,-0.034524,-0.103096
0.002093,0.592211,0.381513,0.215966
3736.202218,1.061440,0.151387,0.111997
0.106762,-2.409953,-0.002124,-0.160875
1.271545,0.110786,0.187477,-0.062568
0.297870,-0.274020,-0.069862,-0.055070
0.021683,-0.046258,-0.224688,0.133455
0.018775,24.305736,0.169159,-0.108310
0.001015,-1.706904,0.080252,-0.090173
-0.133932,-0.001527,0.054615,0.011900
-1.782853,-0.064652,-0.036599,0.020360
0.086065,-0.043022,-0.615509,0.066127
0.000874,0.035951,-0.087295,-0.091450
-0.000313,0.023549,0.163492,0.023864
-0.015689,0.298905,0.217029,0.250641
-0.464075,-0.078324,-0.083313,0.053303
3317.724424,-0.099391,-0.068469,-0.138297
-0.010862,0.019599,-0.072427,-0.069651
90.140936,-0.212505,0.060327,-0.023326
0.014325,-0.005520,0.166685,-0.093000
-0.081513,-0.084663,-0.167548,-0.081981
-10.718524,-0.182506,0.150465,0.100441
0.006782,0.186190,0.154257,-0.015929
-14.970798,1.493305,-0.142409,0.074420
0.005194,-0.122833,0.008014,-0.193032
0.266530,0.257549,0.224992,0.100481
1.772775,0.016819,0.117382,-0.259326
-0.079954,0.053543,0.011092,-0.213748
-0.101925,0.173374,0.004356,-0.416474
-1.393474,-0.009872,-0.093395,0.060555
-0.111110,-0.092768,0.009139,0.043309
-0.390055,-0.217930,0.101019,-0.030446
-32.220461,-0.311685,0.133041,-0.155973
-0.032716,0.243548,0.080225,-0.035314
0.002164,-0.067348,-0.098945,-0.037743
-0.017356,0.001396,0.146487,0.042473
-0.614768,0.050254,-0.002086,0.107371
-43.561947,-0.049887,0.125428,0.102983
0.012056,-10.908659,0.166799,0.178693
0.723351,-0.047210,0.051784,-0.073943
0.055871,-0.159501,0.055072,0.278483
16.404413,-0.321055,0.138040,0.118541
-3.031117,-0.026927,-0.073339,0.055389
0.256257,0.074814,0.000745,-0.037267
0.003763,-0.069738,-0.157877,-0.060563
-2.383127,3.441424,0.057774,-0.406686
0.082719,0.473348,0.086914,-0.183271
-0.052107,-0.182355,-0.036887,0.158675
-0.500503,-0.037528,-0.253202,-0.048043
0.066989,0.441829,-0.029819,0.095508
-0.000766,1.140803,0.237289,0.071648
-1.108991,-2.314809,-0.011673,0.213257
-0.229567,0.120959,0.052298,0.016396
0.031646,-0.125182,0.123267,0.159408
-0.159275,-0.025030,-0.005084,-0.045199
0.028382,0.033993,-0.328119,-0.214585
-0.002422,-0.337368,-0.027941,-0.200820
-0.076488,0.014456,0.165262,0.019023
-0.004215,-0.076218,-0.009167,0.103102
-1.293443,0.009882,-0.040228,0.104545
-1.859540,0.195048,-0.136880,-0.067144
0.257960,-0.371823,0.400379,0.192600
-19.465058,-0.472134,-0.431327,-0.151129
0.282358,-0.135293,-0.053932,0.044820
0.171069,-0.194328,0.109155,-0.061768
-0.350607,-0.306090,-0.229432,-0.185782
20.586155,-0.095478,0.091446,-0.083772
-0.006485,-0.128216,-0.149051,0.106002
0.023303,0.111881,0.017986,0.061730
-0.000607,0.077827,-0.019033,-0.010640
